Unnamed: 0,Age,Credit amount,Duration,Sex_male,Job_1,Job_2,Job_3,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
501,42,5493,36,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
311,25,5511,24,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
678,64,2384,24,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
127,30,639,12,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
438,65,3394,42,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
397,46,2348,36,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
222,30,707,12,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
609,45,1300,15,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
270,32,2662,18,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
803,35,976,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
641,38,1308,15,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34,33,1474,12,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
52,25,1262,12,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
787,38,2751,48,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
579,27,937,24,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
824,35,3780,18,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
256,35,2684,24,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
354,46,727,10,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
516,40,1361,6,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
350,23,1236,9,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
774,66,1480,12,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
253,35,4151,24,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
979,25,1264,15,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
645,27,7980,36,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,26,5248,21,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
710,32,629,18,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
421,30,2028,12,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
847,28,1249,24,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
267,38,1533,24,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
642,40,4623,15,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
344,37,3949,10,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
872,26,1382,24,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
781,60,1940,24,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
89,28,1108,12,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
168,25,3972,24,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
659,41,6361,18,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
420,20,3186,15,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
925,46,697,12,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
519,36,700,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
864,25,2210,10,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
120,25,1835,21,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
143,22,2462,18,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
342,25,3213,18,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
76,34,3965,42,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
414,35,1381,24,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
796,51,7511,18,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
64,26,3181,24,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
944,46,1845,15,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
83,58,1755,24,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
940,45,3527,12,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
117,27,2132,10,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
337,24,1275,15,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
967,54,3568,15,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
456,36,3905,11,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
802,24,4272,20,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
848,59,1364,9,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
793,51,2892,24,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
930,24,1747,24,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
178,31,1963,12,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
915,32,18424,48,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
938,42,6288,60,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
980,49,8386,30,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
895,31,8947,36,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
752,23,841,12,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
204,38,1495,12,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
373,63,13756,60,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
894,29,1169,18,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
534,25,3105,24,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
723,66,790,9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
254,24,2030,9,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
811,28,484,6,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
379,52,362,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
506,36,2360,15,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
323,28,2659,18,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
326,49,5801,12,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
986,33,6289,42,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
859,26,3577,9,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
725,41,250,6,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
351,29,959,9,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
965,26,1715,30,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,67,1169,6,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
754,55,1555,12,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
283,63,1520,15,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
604,23,1275,10,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
218,24,3021,24,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
281,50,1574,12,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
428,20,1313,9,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
896,28,2606,21,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
670,27,4139,24,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
923,30,2002,12,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
808,55,9283,42,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
887,23,15672,48,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
577,33,1927,24,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
853,32,1442,18,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
943,42,1455,4,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
517,23,7127,36,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
932,30,1224,9,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
170,33,950,15,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
167,20,1577,11,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
962,29,3556,15,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
78,39,9436,54,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
594,40,1358,24,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
786,40,2675,22,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
541,60,2032,24,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
92,33,797,12,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
526,31,1532,15,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
258,23,3812,15,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
407,27,1053,15,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
358,28,776,12,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
104,26,2445,12,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
276,26,2404,18,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
242,24,4605,48,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
16,53,2424,24,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
809,26,1778,15,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
367,22,3650,18,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
827,36,4165,18,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
584,52,2133,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
176,42,2577,12,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
714,27,14027,60,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
832,29,11816,45,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
160,36,2872,24,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
621,32,1530,18,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
917,68,14896,6,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
482,57,3622,30,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
504,24,1207,24,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
551,45,1750,6,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
437,37,1287,24,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
330,75,6615,24,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
757,39,1271,15,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
807,65,930,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
643,33,1851,24,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
692,29,2896,24,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
291,28,9398,36,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
937,30,2063,6,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
840,29,5179,36,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
502,49,1126,9,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
499,28,1323,6,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
29,63,6836,60,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
744,30,14179,39,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
949,31,3621,24,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
821,24,3016,12,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
970,22,1514,15,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
429,55,1190,18,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
369,40,3001,18,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
590,58,385,12,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
355,23,1246,24,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
560,49,2964,24,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
408,26,3235,24,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
513,20,585,12,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
539,45,3049,18,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
488,35,1418,10,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
658,28,4221,30,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
934,23,1498,12,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
172,34,2064,24,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
465,63,2924,24,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
334,23,4110,24,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
617,37,3676,6,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
272,36,12169,48,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
524,26,1113,18,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
485,47,1209,6,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
26,39,426,6,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
129,29,3499,12,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
602,34,1837,24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
293,56,4796,42,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
86,27,1295,18,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
505,27,1309,10,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
881,48,9277,24,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
137,66,766,12,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
668,43,4843,12,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
688,35,2753,9,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
494,39,2122,12,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
151,38,1924,10,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
14,28,1403,15,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
771,25,8065,36,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
403,27,802,14,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
43,24,6187,30,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
629,64,3832,9,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,31,9566,36,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
119,36,2366,12,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
598,31,2775,18,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
684,31,9857,36,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
307,33,727,12,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
196,28,1382,6,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
115,47,3578,48,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
984,30,2028,24,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
556,28,2278,18,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
562,29,683,6,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
339,31,1521,10,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
432,36,1872,6,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
19,31,3430,24,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
416,33,2579,12,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
449,61,1512,15,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
784,60,6468,20,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
956,49,3656,30,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
237,61,2767,21,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
105,39,11938,24,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
741,23,1048,10,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
769,63,1655,12,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
469,35,4679,24,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
903,40,1386,15,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
801,48,1795,18,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
640,27,750,18,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
464,34,1950,18,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
234,42,1544,4,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
471,23,448,6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
622,38,3914,48,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
759,35,691,12,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
54,57,2225,36,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
737,35,4380,18,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
904,36,1278,24,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
542,31,6350,30,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
498,32,1301,18,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
693,44,4716,6,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
830,44,2375,24,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
614,22,1808,18,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
288,49,1092,12,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
966,23,2520,27,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
360,61,1239,18,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
497,40,1585,24,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
230,26,4210,36,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
728,59,6416,48,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
433,33,2058,24,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
553,27,1995,12,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
304,44,10127,48,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
706,24,6560,48,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
605,22,2828,24,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
672,42,10366,60,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
145,30,3566,48,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
287,31,7582,48,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
251,46,2251,12,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
549,35,8858,48,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68,37,1819,36,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
114,35,1680,12,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
210,33,3074,9,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
817,24,1554,6,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
836,21,886,12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
425,21,2779,18,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
990,37,3565,12,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
935,30,1919,30,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
227,53,7865,12,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
294,46,7629,48,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
652,45,2303,24,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
